epoch,accuracy,loss,val_accuracy,val_loss
1,0.9604201316833496,0.2864290773868561,0.3860202133655548,3.1948161125183105
2,0.9662483334541321,0.14831671118736267,0.5915700793266296,1.9998846054077148
3,0.9737568497657776,0.11925272643566132,0.6226993799209595,2.0164198875427246
4,0.9753072261810303,0.11581235378980637,0.6562712788581848,1.9312671422958374
5,0.9768900871276855,0.11416054517030716,0.6756418943405151,1.8857349157333374
6,0.9771092534065247,0.11837966740131378,0.6772040724754333,1.976069450378418
7,0.977807343006134,0.11426036804914474,0.6857532262802124,2.018803834915161
8,0.9772635102272034,0.124689482152462,0.6931379437446594,2.003770351409912
9,0.9784729480743408,0.11869372427463531,0.7059758901596069,1.9831827878952026
10,0.9790736436843872,0.11875606328248978,0.7057203054428101,2.0225839614868164
