epoch,accuracy,loss,val_accuracy,val_loss
1,0.9386432766914368,0.2417449653148651,0.2487960159778595,3.0841782093048096
2,0.9618656635284424,0.12675413489341736,0.4028637707233429,2.1568682193756104
3,0.9692171812057495,0.09424964338541031,0.4839611351490021,1.805293321609497
4,0.9735444784164429,0.08021768927574158,0.5244237780570984,1.6625138521194458
5,0.9747246503829956,0.0753813087940216,0.5456226468086243,1.5942893028259277
6,0.9758310317993164,0.07476909458637238,0.5578345656394958,1.5561590194702148
7,0.9765440821647644,0.07214004546403885,0.5863003134727478,1.431166410446167
8,0.9782774448394775,0.06831701099872589,0.5844943523406982,1.455214500427246
9,0.9776504635810852,0.06874991208314896,0.6063811779022217,1.3623607158660889
10,0.9785110354423523,0.06465567648410797,0.5974802374839783,1.4044142961502075
11,0.9784864187240601,0.06425103545188904,0.6069831252098083,1.3587812185287476
12,0.9790887832641602,0.064336858689785,0.6047041416168213,1.3555573225021362
13,0.9785355925559998,0.06264672428369522,0.604962170124054,1.3493543863296509
14,0.9787077307701111,0.06251870095729828,0.6212590336799622,1.2934178113937378
15,0.9794453382492065,0.06290456652641296,0.625128984451294,1.2613765001296997
16,0.9798755645751953,0.06120672449469566,0.6190230250358582,1.300652265548706
17,0.9798018336296082,0.061981841921806335,0.6250860095024109,1.2732007503509521
18,0.9795313477516174,0.061505068093538284,0.6343309283256531,1.2261059284210205
19,0.9805025458335876,0.05857956409454346,0.6319659352302551,1.2440993785858154
20,0.9800845980644226,0.06228317692875862,0.6236670017242432,1.2785577774047852
21,0.9801214337348938,0.05954928696155548,0.6171740889549255,1.31423020362854
22,0.9804288148880005,0.059458304196596146,0.6359218955039978,1.2416434288024902
23,0.9806869626045227,0.05656900256872177,0.6330839395523071,1.2469489574432373
