epoch,accuracy,loss,val_accuracy,val_loss
1,0.9231289625167847,0.4629049301147461,0.22239422798156738,2.939133882522583
2,0.9370819926261902,0.22263158857822418,0.49432405829429626,1.8777035474777222
3,0.9497689008712769,0.16756321489810944,0.5677244663238525,1.6752756834030151
4,0.9542806148529053,0.15504539012908936,0.6077141165733337,1.5789686441421509
5,0.9562721252441406,0.1560545414686203,0.6276229619979858,1.5622389316558838
6,0.9576244354248047,0.15555693209171295,0.6389749050140381,1.5830386877059937
7,0.9596282243728638,0.15146447718143463,0.6520037651062012,1.550190806388855
8,0.9600216150283813,0.15301090478897095,0.6539817452430725,1.6005150079727173
9,0.9599109888076782,0.15603482723236084,0.6629686951637268,1.5943257808685303
10,0.9611034393310547,0.15723243355751038,0.674449622631073,1.569848895072937
