epoch,accuracy,loss,val_accuracy,val_loss
1,0.9816581606864929,0.07226593792438507,0.36124011874198914,3.2347443103790283
2,0.983391523361206,0.05615128204226494,0.43098554015159607,2.2684836387634277
3,0.9840553402900696,0.04851478338241577,0.43373751640319824,2.3718090057373047
4,0.9851986765861511,0.04574533924460411,0.4358445107936859,2.5221285820007324
5,0.9858871102333069,0.04414156824350357,0.4670622646808624,2.1357333660125732
6,0.9858624935150146,0.04474889114499092,0.47626417875289917,2.165475368499756
7,0.9863173961639404,0.043317656964063644,0.5216718316078186,1.8072384595870972
8,0.987128734588623,0.04101157188415527,0.5143188834190369,1.8708547353744507
9,0.9876819252967834,0.03718872740864754,0.48783108592033386,2.052997350692749
10,0.9868951439857483,0.03929471969604492,0.48052114248275757,2.2574830055236816
