epoch,accuracy,loss,val_accuracy,val_loss
1,0.9237682223320007,0.46570274233818054,0.2221362292766571,2.8927252292633057
2,0.9376475214958191,0.21974128484725952,0.4947110414505005,1.8793202638626099
3,0.9492402672767639,0.169688418507576,0.563553512096405,1.704529047012329
4,0.9536659121513367,0.1592610776424408,0.6042741537094116,1.603947639465332
5,0.9570220112800598,0.15098673105239868,0.6268919706344604,1.5724480152130127
6,0.9574031233787537,0.155327707529068,0.6398348808288574,1.5764760971069336
7,0.9592717289924622,0.15469317138195038,0.6489937901496887,1.5769388675689697
8,0.9604887962341309,0.15136882662773132,0.6517027616500854,1.6077910661697388
9,0.9594930410385132,0.15650399029254913,0.6691176295280457,1.5643562078475952
10,0.9607346653938293,0.15667970478534698,0.6761265993118286,1.5661451816558838
