epoch,categorical_accuracy,loss,lr,val_categorical_accuracy,val_loss
1,0.9814276695251465,0.26663604378700256,0.0005000000237487257,0.33475345373153687,2.000943660736084
2,0.9812328815460205,0.2625892758369446,0.0005000000237487257,0.3379913568496704,1.8692759275436401
3,0.9826858639717102,0.2579820454120636,0.0005000000237487257,0.34375709295272827,2.0580317974090576
4,0.9819552898406982,0.2628527581691742,0.0005000000237487257,0.3494376242160797,1.9532700777053833
5,0.9827426671981812,0.25838205218315125,0.0005000000237487257,0.3509429693222046,2.0631425380706787
6,0.9821906685829163,0.2600726783275604,0.0005000000237487257,0.3172290325164795,1.9955809116363525
7,0.9830673336982727,0.25762760639190674,0.0005000000237487257,0.342166543006897,2.1307520866394043
