epoch,accuracy,loss,val_accuracy,val_loss
1,0.879683792591095,1.1158734560012817,0.08479531854391098,8.928228378295898
2,0.7528889775276184,1.439186930656433,0.10061919689178467,5.090831279754639
3,0.8273013234138489,0.6170151829719543,0.3516941964626312,2.2774832248687744
4,0.8717053532600403,0.41754764318466187,0.4555383622646332,1.8614821434020996
5,0.8841955065727234,0.3827708065509796,0.503654956817627,1.745331048965454
6,0.8886334300041199,0.3755227029323578,0.5335827469825745,1.7092781066894531
7,0.8933664560317993,0.36284539103507996,0.5616614818572998,1.649449348449707
8,0.8955546617507935,0.3618459105491638,0.5763673782348633,1.6574991941452026
9,0.8987264037132263,0.3641136884689331,0.5955022573471069,1.6235198974609375
10,0.9014801383018494,0.3538370430469513,0.6080151200294495,1.61996328830719
11,0.9019841551780701,0.36017173528671265,0.6161420941352844,1.6292810440063477
12,0.9043567776679993,0.36198142170906067,0.6291279792785645,1.5953991413116455
13,0.9059180617332458,0.3574409782886505,0.6289559602737427,1.640693187713623
14,0.9070736765861511,0.3598836362361908,0.63798588514328,1.6315661668777466
15,0.9078112840652466,0.35988518595695496,0.6443498730659485,1.6196612119674683
16,0.909311056137085,0.35753294825553894,0.6473598480224609,1.6348086595535278
17,0.9092618823051453,0.3657231032848358,0.6466718316078186,1.6772112846374512
