epoch,accuracy,loss,val_accuracy,val_loss
1,0.8279897570610046,0.9900814890861511,0.0858273133635521,4.13372278213501
2,0.7375467419624329,0.8743104338645935,0.12710697948932648,2.6295886039733887
3,0.8010793924331665,0.5772334337234497,0.2943756580352783,1.8394454717636108
4,0.8389555215835571,0.45147186517715454,0.4316735565662384,1.4463591575622559
5,0.8611821532249451,0.380594402551651,0.5156518816947937,1.2349828481674194
6,0.8756147027015686,0.3377109169960022,0.5626505017280579,1.121864676475525
7,0.8845274448394775,0.3101899027824402,0.5976092219352722,1.0440293550491333
8,0.8916207551956177,0.2901882529258728,0.622463047504425,0.9933946132659912
9,0.8975831270217896,0.2730286717414856,0.6373409032821655,0.9639837741851807
10,0.9024636149406433,0.2607285678386688,0.649681806564331,0.9435814023017883
