epoch,accuracy,loss,val_accuracy,val_loss
1,0.9243214130401611,0.45695027709007263,0.24836601316928864,2.7714426517486572
2,0.9374753832817078,0.22089700400829315,0.49432405829429626,1.9049984216690063
3,0.9499901533126831,0.16737054288387299,0.5651874542236328,1.6897680759429932
4,0.9543051719665527,0.155583456158638,0.6110681295394897,1.5642924308776855
5,0.9560508728027344,0.15368033945560455,0.6311919689178467,1.5396448373794556
6,0.9579317569732666,0.15359435975551605,0.6363089084625244,1.5997370481491089
7,0.9591733813285828,0.15301308035850525,0.6504988074302673,1.5527299642562866
8,0.9605256915092468,0.15287303924560547,0.6563037633895874,1.5903143882751465
9,0.9598495364189148,0.15547041594982147,0.6618077158927917,1.6084619760513306
10,0.9612264037132263,0.1580471694469452,0.6660646796226501,1.6219844818115234
