epoch,accuracy,loss,val_accuracy,val_loss
1,0.9128023982048035,0.2941400110721588,0.08535432070493698,5.1264567375183105
2,0.9066680073738098,0.3212845027446747,0.08595631271600723,4.906538009643555
3,0.9069138765335083,0.3172198534011841,0.08716030418872833,4.792881011962891
4,0.9065819382667542,0.31494367122650146,0.08883728832006454,4.651309967041016
5,0.9076391458511353,0.3120264410972595,0.09141726791858673,4.508105278015137
6,0.907688319683075,0.315547376871109,0.0923202633857727,4.523898124694824
7,0.9084997177124023,0.31111711263656616,0.09477124363183975,4.408473014831543
8,0.9088808298110962,0.3061855137348175,0.09902820736169815,4.405394077301025
9,0.9092127084732056,0.3054649531841278,0.10440316796302795,4.3489766120910645
10,0.909716784954071,0.3025490641593933,0.10276918113231659,4.3706536293029785
